transaction_id,vendor,department,payment_terms,invoice_date,due_date,payment_date,invoice_amount,paid_amount,anomaly_type,is_anomaly,payment_delay_days,processing_time_days,payment_ratio,amount_zscore_vendor,amount_zscore_overall,vendor_monthly_count,log_amount,predicted_anomaly,anomaly_score
TXN-0195,Madinah Goods,Logistics,Net 30,2023-04-26,2023-05-26,2023-05-24,11367.85,11367.85,Normal,0,-2,28,1.0,-0.1479935413112799,-0.1267488059281308,5,9.338632438269528,0,0.3655392521528914
TXN-0278,SABIC Materials,Finance,Immediate,2023-04-26,2023-04-26,2023-05-04,6123.12,6123.12,Normal,0,8,8,1.0,-0.5205535952091446,-0.2359793985302028,6,8.719990351621519,0,0.38968839181440296
TXN-0441,Noor Packaging,IT,Net 90,2023-04-26,2023-07-25,2023-07-29,13456.97,13456.97,Normal,0,4,94,1.0,-0.1394810049553964,-0.0832392609912436,6,9.5073267745884,0,0.39531565000407204
TXN-0175,Eastern Retail Ltd,Procurement,Immediate,2023-04-26,2023-04-26,2023-04-25,12349.28,12349.28,Normal,0,-1,-1,1.0,-0.1623736490694997,-0.1063088251288425,2,9.421434013863893,0,0.41156453489387823
TXN-0167,KSA Office Depot,IT,Immediate,2023-04-26,2023-04-26,2023-05-03,19103.91,19103.91,Normal,0,7,7,1.0,0.5388359943305047,0.0343680519854671,4,9.857700649061217,0,0.3879309568019351
TXN-0449,Gulf Trading Co.,Procurement,Immediate,2023-04-26,2023-04-26,2023-04-28,6561.05,6561.05,Normal,0,2,2,1.0,-0.2384085052779863,-0.226858747244393,4,8.78905833312018,0,0.38084418751148
TXN-0158,SABIC Materials,Operations,Net 90,2023-04-27,2023-07-26,2023-08-01,14458.91,14458.91,Normal,0,6,96,1.0,0.0632938122317897,-0.0623721238932957,6,9.579135271626996,0,0.40823940566258365
TXN-0041,Al-Rajhi Supplies,Procurement,Net 30,2023-04-28,2023-05-28,2023-05-25,17868.12,17868.12,Normal,0,-3,27,1.0,-0.064929898942911,0.0086305833204043,8,9.790829362396993,0,0.42288862674154404
TXN-0040,Al-Rajhi Supplies,IT,Immediate,2023-04-28,2023-04-28,2023-04-30,11585.26,11585.26,Normal,0,2,2,1.0,-0.2112997587918061,-0.1222208658554071,8,9.357575192281695,0,0.42140242233747716
TXN-0155,Noor Packaging,Finance,Net 90,2023-04-29,2023-07-28,2023-07-26,12512.18,12512.18,Normal,0,-2,88,1.0,-0.1728728192542599,-0.1029161502847842,6,9.43453776780115,0,0.3944850324547909
TXN-0376,Al-Rajhi Supplies,Operations,Net 30,2023-05-01,2023-05-31,2023-06-06,5356.8,5356.8,Normal,0,6,36,1.0,-0.3564022785478486,-0.251939340743209,4,8.586308722046915,0,0.36367268199628433
TXN-0062,Noor Packaging,Operations,Net 90,2023-05-03,2023-08-01,2023-08-04,8531.09,8531.09,Normal,0,3,93,1.0,-0.3135769100967356,-0.1858292497011856,6,9.051589628058812,0,0.39314948496340735
TXN-0044,KSA Office Depot,IT,Net 15,2023-05-05,2023-05-20,2023-05-30,7778.49,7778.49,Normal,0,10,25,1.0,-0.418131123920506,-0.2015034491342011,2,8.959246062324537,0,0.3995324354335056
TXN-0145,SABIC Materials,Finance,Net 15,2023-05-05,2023-05-20,2023-05-29,12184.33,12184.33,Normal,0,9,24,1.0,-0.0960201383376224,-0.1097441947760334,2,9.40798804817104,0,0.39263909015798226
TXN-0105,Eastern Retail Ltd,Logistics,Net 15,2023-05-05,2023-05-20,2023-05-19,8699.07,8699.07,Normal,0,-1,14,1.0,-0.1920066357370005,-0.1823307750522912,7,9.071086350587318,0,0.3803853540985745
TXN-0493,Jeddah Wholesale,IT,Net 30,2023-05-06,2023-06-05,2023-06-01,10529.06,10529.06,Normal,0,-4,26,1.0,-0.2933609685990576,-0.1442180614987116,4,9.261989303117485,0,0.3724543501749512
TXN-0103,Riyadh Logistics,Procurement,Net 30,2023-05-06,2023-06-05,2023-06-15,7523.81,7523.81,Normal,0,10,40,1.0,-0.5416209263692918,-0.2068076015546108,9,8.925960840128875,0,0.4749430920683551
TXN-0066,Riyadh Logistics,Finance,Net 30,2023-05-06,2023-06-05,2023-06-11,29289.72,29289.72,Normal,0,6,36,1.0,1.4155068164772058,0.2465051996426603,9,10.285026021288177,0,0.4984347443714594
TXN-0001,SABIC Materials,Procurement,Net 90,2023-05-06,2023-08-04,2023-08-06,14726.02,14726.02,Normal,0,2,92,1.0,0.082002474638298,-0.0568090951787691,2,9.59743918077508,0,0.4186825365167658
TXN-0489,Madinah Goods,Logistics,Net 60,2023-05-07,2023-07-06,2023-07-15,38166.49,38166.49,Normal,0,9,69,1.0,2.0920592910190363,0.4313793204252923,2,10.54973938512805,0,0.5088084380660945
TXN-0060,Eastern Retail Ltd,Procurement,Immediate,2023-05-07,2023-05-07,2023-05-03,21599.73,21599.73,Normal,0,-4,-4,1.0,-0.087277021336196,0.0863478293292204,7,9.980482389397473,0,0.43043325615530537
TXN-0411,Eastern Retail Ltd,IT,Net 15,2023-05-08,2023-05-23,2023-05-23,17488.38,17488.38,Normal,0,0,15,1.0,-0.1206536160349747,0.0007218396415666,7,9.769349118556422,0,0.3874640118431519
TXN-0255,Riyadh Logistics,Operations,Immediate,2023-05-09,2023-05-09,2023-05-09,2935.12,2935.12,Normal,0,0,0,1.0,-0.95422267388742,-0.3023750240848845,9,7.984844260833777,0,0.5169818235478794
TXN-0229,Gulf Trading Co.,Operations,Immediate,2023-05-09,2023-05-09,2023-05-08,5584.54,5584.54,Normal,0,-1,-1,1.0,-0.2518718712556603,-0.2471962605161627,7,8.627936394385314,0,0.4071659438650434
TXN-0163,Aramco Services,Operations,Net 30,2023-05-10,2023-06-09,2023-06-19,25006.13,25006.13,Normal,0,10,40,1.0,1.542542114889691,0.1572920134225289,4,10.12691626318855,0,0.4317534438638714
TXN-0188,Jeddah Wholesale,Procurement,Net 90,2023-05-10,2023-08-08,2023-08-13,9336.97,9336.97,Normal,0,5,95,1.0,-0.3596734380927148,-0.1690454019213843,4,9.141844162846349,0,0.38953097103266565
TXN-0526,Gulf Trading Co.,IT,Immediate,2023-05-10,2023-05-10,2023-05-16,48333.86,48333.86,High Amount,1,6,6,1.0,0.3375227488267773,0.6431324231216234,7,10.785908318442663,0,0.4521886703153094
TXN-0090,Eastern Retail Ltd,IT,Net 60,2023-05-11,2023-07-10,2023-07-06,14922.33,14922.33,Normal,0,-4,56,1.0,-0.141485218994295,-0.0527205991773138,7,9.610681039203016,0,0.3942073534375942
TXN-0480,Noor Packaging,Procurement,Net 15,2023-05-11,2023-05-26,2023-05-21,24237.59,24237.59,Normal,0,-5,10,1.0,0.2415396039276507,0.14128583586174,6,10.095701270174576,0,0.41638733314471854
TXN-0504,Al-Rajhi Supplies,Logistics,Net 60,2023-05-13,2023-07-10,2023-07-11,25000.0,25000.0,Duplicate Vendor,1,1,59,1.0,0.1012193190977803,0.1571643455477955,4,10.12667110305036,0,0.3910503308464818
TXN-0111,Riyadh Logistics,Logistics,Net 15,2023-05-13,2023-05-28,2023-05-30,2132.36,2132.36,Normal,0,2,17,1.0,-1.0264045338164305,-0.3190938924569911,9,7.6654534806015295,1,0.5273382992326389
TXN-0021,Gulf Trading Co.,IT,Immediate,2023-05-15,2023-05-15,2023-05-23,31968.91,31968.91,Normal,0,8,8,1.0,0.1118954525816419,0.3023039750598019,7,10.372550426910731,0,0.41813942352156447
TXN-0174,Jeddah Wholesale,Procurement,Net 60,2023-05-16,2023-07-15,2023-07-16,13002.82,13002.82,Normal,0,1,61,1.0,-0.1557529570104784,-0.0926977218901328,4,9.472998439433194,0,0.36795194320899255
TXN-0020,Eastern Retail Ltd,Logistics,Net 60,2023-05-16,2023-07-15,2023-07-14,3197.6,3197.6,Normal,0,-1,59,1.0,-0.2366684461976741,-0.296908423145238,7,8.07046849305677,0,0.405108097520252
TXN-0432,Al-Rajhi Supplies,IT,Net 15,2023-05-16,2023-05-31,2023-06-02,1936.45,1936.45,Normal,0,2,17,1.0,-0.4360851220513117,-0.3231740577651523,4,7.569127954442897,0,0.41193562313650817
TXN-0409,Gulf Trading Co.,Logistics,Net 30,2023-05-17,2023-06-16,2023-06-25,10896.93,10896.93,Normal,0,9,39,1.0,-0.1786287392998832,-0.1365565311433788,7,9.296328141925498,0,0.37927551758118927
TXN-0192,Jeddah Wholesale,Procurement,Net 60,2023-05-17,2023-07-16,2023-07-15,19635.98,19635.98,Normal,0,-1,59,1.0,0.213230274244332,0.0454493319380641,4,9.8851698022642,0,0.38264431098292107
TXN-0447,Gulf Trading Co.,Operations,Immediate,2023-05-19,2023-05-19,2023-05-22,13270.23,13270.23,Normal,0,3,3,1.0,-0.1459075111764499,-0.0871284451556355,7,9.493353813309598,0,0.3904221969194108
TXN-0016,Riyadh Logistics,Logistics,Net 15,2023-05-19,2023-06-03,2023-06-05,6311.76,6311.76,Normal,0,2,17,1.0,-0.6506049606098587,-0.2320506435726635,9,8.75032826085422,0,0.46714333712348544
TXN-0459,Riyadh Logistics,IT,Net 15,2023-05-20,2023-06-04,2023-06-05,6355.53,6355.53,Normal,0,1,16,1.0,-0.6466692886666967,-0.231139057458947,9,8.757237909957425,0,0.46812093028334945
TXN-0226,Noor Packaging,Procurement,Net 15,2023-05-21,2023-06-05,2023-05-31,23651.0,23651.0,Normal,0,-5,10,1.0,0.2208076906457887,0.129069082413145,6,10.07120295694072,0,0.41461344222367985
TXN-0373,Aramco Services,IT,Net 15,2023-05-21,2023-06-05,2023-06-01,31600.08,31600.08,Normal,0,-4,11,1.0,2.355264648815321,0.2946224510405631,4,10.360946576206166,0,0.4776610542451646
TXN-0157,Gulf Trading Co.,Operations,Net 15,2023-05-22,2023-06-06,2023-06-10,44029.7,44029.7,Normal,0,4,19,1.0,0.2781803137196451,0.5534908309988384,7,10.692642396874616,0,0.4370823930865668
TXN-0085,Gulf Trading Co.,Logistics,Net 90,2023-05-23,2023-08-21,2023-08-18,5183.34,5183.34,Normal,0,-3,87,1.0,-0.2574033071142207,-0.2555519458902338,7,8.553397822301168,0,0.41280779986336824
TXN-0049,Riyadh Logistics,Logistics,Net 60,2023-05-23,2023-07-22,2023-07-31,13028.5,13028.5,Normal,0,9,69,1.0,-0.0466551052862456,-0.0921628913806459,9,9.47497129639721,0,0.468015813476956
TXN-0148,Aramco Services,Finance,Net 90,2023-05-24,2023-08-22,2023-08-25,3441.4,3441.4,Normal,0,3,93,1.0,-1.1153703668582848,-0.2918308655824302,4,8.14392418152439,0,0.4498297073409106
TXN-0070,Madinah Goods,Operations,Net 90,2023-05-25,2023-08-23,2023-08-24,5907.06,5907.06,Normal,0,1,91,1.0,-0.6044517088250445,-0.2404792225130586,2,8.684072799320758,0,0.42689769936869376
TXN-0346,Riyadh Logistics,Operations,Net 30,2023-05-27,2023-06-26,2023-07-06,11916.03,11916.03,Normal,0,10,40,1.0,-0.1466851936255083,-0.1153320073031103,9,9.385723748499736,0,0.46548237750660537
TXN-0365,Noor Packaging,Procurement,Net 60,2023-05-27,2023-07-26,2023-08-01,17190.55,17190.55,Normal,0,6,66,1.0,-0.0075246865884039,-0.0054809863179537,6,9.752173263014676,0,0.38206336752129344
TXN-0054,Eastern Retail Ltd,Finance,Net 15,2023-05-27,2023-06-11,2023-06-19,16144.6,16144.6,Normal,0,8,23,1.0,-0.1315626362897147,-0.0272647079455946,7,9.689402845710264,0,0.3791847641194583
TXN-0443,Aramco Services,IT,Net 90,2023-05-28,2023-08-26,2023-08-24,1893.24,1893.24,Normal,0,-2,88,1.0,-1.306185359104557,-0.324073980908257,4,7.546572981663326,0,0.4912994379775136
TXN-0173,Noor Packaging,Procurement,Net 60,2023-05-28,2023-07-27,2023-07-31,9305.11,9305.11,Normal,0,4,64,1.0,-0.2862206382229791,-0.1697089416422663,6,9.138426452665705,0,0.37354379021005557
TXN-0445,Riyadh Logistics,Finance,Net 30,2023-05-28,2023-06-27,2023-06-24,3485.7,3485.7,Normal,0,-3,27,1.0,-0.9047161109798076,-0.2909082413000988,9,8.15671100913455,0,0.4997187304048739
TXN-0177,Noor Packaging,IT,Immediate,2023-05-28,2023-05-28,2023-06-06,10000.61,10000.61,Normal,0,9,9,1.0,-0.261639507130504,-0.1552239486769962,6,9.210501359017076,0,0.38392020922523645
TXN-0298,KSA Office Depot,Logistics,Net 15,2023-05-29,2023-06-13,2023-06-11,12655.4,12655.4,Normal,0,-2,13,1.0,-0.0060455227975863,-0.0999333455508001,2,9.44591829507057,0,0.3967476742842421
TXN-0495,Al-Rajhi Supplies,Operations,Immediate,2023-05-29,2023-05-29,2023-05-31,33473.16,33473.16,Normal,0,2,2,1.0,0.2986159253690111,0.3336325885292592,4,10.41852907689128,0,0.4176248086776442
TXN-0266,Eastern Retail Ltd,IT,Immediate,2023-05-31,2023-05-31,2023-06-09,3647.41,3647.41,Normal,0,9,9,1.0,-0.2330168169125347,-0.2875403502685908,7,8.202046735229777,0,0.4147333945348015
TXN-0515,KSA Office Depot,IT,Net 15,2023-06-01,2023-06-16,2023-06-15,0.0,0.0,Zero Amount,1,-1,14,0.0,-1.075392325681174,-0.3635039853389801,4,0.0,1,0.684083774264601
TXN-0404,Jeddah Wholesale,Operations,Net 15,2023-06-02,2023-06-17,2023-06-26,10276.19,10276.19,Normal,0,9,24,1.0,-0.3074273848602971,-0.1494845175319651,7,9.237682155339744,0,0.3812167691483618
TXN-0502,Jeddah Wholesale,Operations,Net 60,2023-06-03,2023-08-02,2023-11-21,45594.09,45594.09,Late Payment,1,111,171,1.0,1.6572037808486964,0.5860719642050769,7,10.727555314266464,1,0.7044207151352684
TXN-0466,Jeddah Wholesale,Finance,Net 90,2023-06-04,2023-09-02,2023-08-28,8293.47,8293.47,Normal,0,-5,85,1.0,-0.4177202818013535,-0.1907780980525983,7,9.023344306671246,0,0.41843135262938125
TXN-0097,Eastern Retail Ltd,IT,Net 30,2023-06-05,2023-07-05,2023-07-09,12542.73,12542.73,Normal,0,4,34,1.0,-0.1608031911312364,-0.1022798935844406,3,9.436976218123846,0,0.3664224826038118
TXN-0395,SABIC Materials,IT,Net 60,2023-06-05,2023-08-04,2023-08-04,25426.62,25426.62,Normal,0,0,60,1.0,0.8314836357594948,0.1660494464807121,5,10.143591263788586,0,0.4025660037687612
TXN-0077,Eastern Retail Ltd,Operations,Net 30,2023-06-07,2023-07-07,2023-07-13,10610.91,10610.91,Normal,0,6,36,1.0,-0.1764860138466449,-0.1425133933833883,3,9.269732234256722,0,0.3647630672781739
TXN-0335,Gulf Trading Co.,IT,Net 60,2023-06-08,2023-08-07,2023-08-17,21592.38,21592.38,Normal,0,10,70,1.0,-0.0311681319882182,0.0861947528399397,7,9.980142065215729,0,0.4168523452662665
TXN-0194,KSA Office Depot,Operations,Net 60,2023-06-09,2023-08-08,2023-08-03,3653.38,3653.38,Normal,0,-5,55,1.0,-0.7666916743608805,-0.287416014671175,4,8.20368172715202,0,0.4112855783220786
TXN-0275,Al-Rajhi Supplies,Finance,Immediate,2023-06-09,2023-06-09,2023-06-15,4513.34,4513.34,Normal,0,6,6,1.0,-0.3760521071272136,-0.2695058571579993,3,8.415014275763843,0,0.3868568220339528
TXN-0270,SABIC Materials,Finance,Net 15,2023-06-10,2023-06-25,2023-06-28,10988.37,10988.37,Normal,0,3,18,1.0,-0.1797864214857175,-0.1346521346563274,5,9.304683720913772,0,0.36251218367634147
TXN-0438,Jeddah Wholesale,IT,Net 15,2023-06-10,2023-06-25,2023-06-25,3281.05,3281.05,Normal,0,0,15,1.0,-0.6965465015829112,-0.2951704322567379,7,8.096223506147032,0,0.41473560736885984
TXN-0435,Gulf Trading Co.,Procurement,Net 15,2023-06-10,2023-06-25,2023-07-03,32921.65,32921.65,Normal,0,8,23,1.0,0.1250310961506471,0.3221464368825645,7,10.4019161497286,0,0.4096729090048768
TXN-0442,Noor Packaging,Operations,Net 15,2023-06-12,2023-06-27,2023-07-07,9641.62,9641.62,Normal,0,10,25,1.0,-0.2743273292022332,-0.162700537641198,4,9.173948134910312,0,0.37615884438979724
TXN-0109,Madinah Goods,IT,Immediate,2023-06-12,2023-06-12,2023-06-21,12161.62,12161.62,Normal,0,9,9,1.0,-0.0816436542752648,-0.110217169887811,2,9.406122592838187,0,0.4048049869583605
TXN-0205,Gulf Trading Co.,Logistics,Net 30,2023-06-12,2023-07-12,2023-07-22,3287.44,3287.44,Normal,0,10,40,1.0,-0.2835425126083501,-0.2950373494313633,7,8.098168567174318,0,0.4138217996916196
TXN-0114,Gulf Trading Co.,Finance,Net 90,2023-06-13,2023-09-11,2023-09-08,71011.26,71011.26,Normal,0,-3,87,1.0,0.6501812322238808,1.115428583395694,7,11.170607817172996,1,0.5422110678501396
TXN-0315,Jeddah Wholesale,IT,Net 60,2023-06-14,2023-08-13,2023-08-23,28124.13,28124.13,Normal,0,10,70,1.0,0.6854011572586901,0.2222297676507276,7,10.24441876171826,0,0.4373301666875226
TXN-0215,Noor Packaging,Procurement,Net 30,2023-06-16,2023-07-16,2023-07-12,7690.83,7690.83,Normal,0,-4,26,1.0,-0.3432743093947416,-0.2033291205696225,4,8.947914005580406,0,0.37367151813908506
TXN-0094,Madinah Goods,Finance,Net 15,2023-06-17,2023-07-02,2023-07-09,7614.96,7614.96,Normal,0,7,22,1.0,-0.4616912466397639,-0.2049092448201977,2,8.938001324356568,0,0.3879928557048566
TXN-0427,KSA Office Depot,IT,Net 60,2023-06-17,2023-08-16,2023-08-21,4573.62,4573.62,Normal,0,5,65,1.0,-0.6889339028257578,-0.2682504216785652,4,8.428278914150651,0,0.3837662621702416
TXN-0186,Aramco Services,Procurement,Net 60,2023-06-18,2023-08-17,2023-08-25,17521.79,17521.79,Normal,0,8,68,1.0,0.6200765563760604,0.0014176607989637,1,9.771257598387336,0,0.4696235793376404
TXN-0207,Riyadh Logistics,IT,Immediate,2023-06-19,2023-06-19,2023-06-17,14943.45,14943.45,Normal,0,-2,-2,1.0,0.1255316661909819,-0.0522807385713806,3,9.612095272434956,0,0.3997153928831064
TXN-0450,Al-Rajhi Supplies,Procurement,Net 15,2023-06-19,2023-07-04,2023-07-14,4241.32,4241.32,Normal,0,10,25,1.0,-0.3823892735253342,-0.2751711451327122,3,8.352865568394508,0,0.387472464309121
TXN-0073,Noor Packaging,Procurement,Net 30,2023-06-20,2023-07-20,2023-07-19,9617.5,9617.5,Normal,0,-1,29,1.0,-0.2751798049491066,-0.1632028784468375,4,9.171443606346235,0,0.36155136250530906
TXN-0101,Noor Packaging,IT,Immediate,2023-06-21,2023-06-21,2023-06-18,3189.77,3189.77,Normal,0,-3,-3,1.0,-0.5023557557140745,-0.2970714964664717,4,8.068017545961936,0,0.41466571386263384
TXN-0146,KSA Office Depot,IT,Net 15,2023-06-22,2023-07-07,2023-07-02,18498.75,18498.75,Normal,0,-5,10,1.0,0.4877016239247466,0.0217645461006894,4,9.825512497461592,0,0.40652309111559315
TXN-0127,Gulf Trading Co.,Logistics,Net 90,2023-06-22,2023-09-20,2023-09-27,4480.86,4480.86,Normal,0,7,97,1.0,-0.2670885590133272,-0.2701823094534875,7,8.407793417817684,0,0.42070757359942906
TXN-0400,Riyadh Logistics,IT,Immediate,2023-06-22,2023-06-22,2023-06-18,26642.24,26642.24,Normal,0,-4,-4,1.0,1.177453063767981,0.1913668399364154,3,10.190290738880638,0,0.44754343640489214
TXN-0200,SABIC Materials,Finance,Net 15,2023-06-24,2023-07-09,2023-07-12,3966.44,3966.44,Normal,0,3,18,1.0,-0.671609707068934,-0.2808959975644785,5,8.285876329412867,0,0.3817062003314176
TXN-0006,Al-Rajhi Supplies,Operations,Net 15,2023-06-24,2023-07-09,2023-07-12,8206.57,8206.57,Normal,0,3,18,1.0,-0.2900120620697501,-0.1925879411707607,3,9.012812178124026,0,0.36904252260001597
TXN-0406,Jeddah Wholesale,Logistics,Net 60,2023-06-24,2023-08-23,2023-08-22,16289.56,16289.56,Normal,0,-1,59,1.0,0.0270787469578316,-0.0242456646957807,7,9.698341077923573,0,0.3864606381876644
TXN-0289,Gulf Trading Co.,IT,Net 30,2023-06-26,2023-07-26,2023-08-03,12391.84,12391.84,Normal,0,8,38,1.0,-0.1580180743464422,-0.1054224393623408,7,9.424874165467532,0,0.3751166483294918
TXN-0396,Riyadh Logistics,Finance,Net 60,2023-06-27,2023-08-26,2023-08-30,6799.87,6799.87,Normal,0,4,64,1.0,-0.606715519618841,-0.2218849068130978,3,8.824805824156895,0,0.3854701049229262
TXN-0342,SABIC Materials,Operations,Net 15,2023-06-28,2023-07-13,2023-07-08,12027.49,12027.49,Normal,0,-5,10,1.0,-0.1070053751757669,-0.1130106596166847,5,9.39503328155599,0,0.3838146839502596
TXN-0277,Jeddah Wholesale,Operations,Net 30,2023-06-29,2023-07-29,2023-08-04,11605.65,11605.65,Normal,0,6,36,1.0,-0.233473425265772,-0.1217962087647358,7,9.359333488696691,0,0.37301040907914845
TXN-0323,SABIC Materials,IT,Net 60,2023-06-29,2023-08-28,2023-09-01,5143.16,5143.16,Normal,0,4,64,1.0,-0.5891910135457171,-0.256388764031635,5,8.545617369632797,0,0.3774784398970816
TXN-0415,Gulf Trading Co.,Operations,Immediate,2023-06-30,2023-06-30,2023-06-26,12911.21,12911.21,Normal,0,-4,-4,1.0,-0.1508574017595515,-0.0946056589218343,7,9.465928654317992,0,0.412826198921447
TXN-0154,Eastern Retail Ltd,IT,Net 90,2023-06-30,2023-09-28,2023-10-07,11917.97,11917.97,Normal,0,9,99,1.0,-0.1658750924055159,-0.1152916034406335,3,9.38588652748986,0,0.4082772690843531
TXN-0358,Aramco Services,Finance,Net 30,2023-07-02,2023-08-01,2023-07-29,7856.32,7856.32,Normal,0,-3,27,1.0,-0.5712192936049321,-0.1998825044864844,5,8.969200860359695,0,0.37851672243606627
TXN-0388,Gulf Trading Co.,Logistics,Net 30,2023-07-04,2023-08-03,2023-08-09,44397.42,44397.42,Normal,0,6,36,1.0,0.2832501531860206,0.5611492373441859,8,10.70095916220155,0,0.4752862712473998
TXN-0141,Jeddah Wholesale,Procurement,Net 15,2023-07-05,2023-07-20,2023-07-29,11872.36,11872.36,Normal,0,9,24,1.0,-0.2186371304066143,-0.1162415107435033,7,9.382052514102272,0,0.38100935203300773
TXN-0420,KSA Office Depot,IT,Net 60,2023-07-05,2023-09-03,2023-09-07,10446.42,10446.42,Normal,0,4,64,1.0,-0.192698311380625,-0.1459391827332909,4,9.254110336958462,0,0.36557139931509736
TXN-0327,Madinah Goods,Finance,Net 30,2023-07-05,2023-08-04,2023-08-08,24996.44,24996.44,Normal,0,4,34,1.0,0.9911971650144376,0.1570902023774772,2,10.1265286986071,0,0.4221241977934917
TXN-0333,Jeddah Wholesale,Procurement,Net 15,2023-07-06,2023-07-21,2023-07-23,10515.9,10515.9,Normal,0,2,17,1.0,-0.2940930207918757,-0.1444921413080904,7,9.260738766059877,0,0.3767130723025768
TXN-0379,KSA Office Depot,Operations,Immediate,2023-07-07,2023-07-07,2023-07-14,57059.07,57059.07,Normal,0,7,7,1.0,3.745943553074996,0.8248500442150876,4,10.951859851545567,1,0.5377320569872132
TXN-0368,Riyadh Logistics,Logistics,Net 15,2023-07-08,2023-07-23,2023-07-26,9997.34,9997.34,Normal,0,3,18,1.0,-0.3192082550974223,-0.1552920520946762,6,9.210174358196658,0,0.3670905196442916
TXN-0513,Jeddah Wholesale,Finance,Net 60,2023-07-09,2023-09-07,2023-09-12,8175.05,1832.67,Partial Payment,1,5,65,0.2241784453917713,-0.42430763899539,-0.1932443998023427,7,9.008964427884669,1,0.5533181978379074
TXN-0344,Gulf Trading Co.,Logistics,Net 30,2023-07-11,2023-08-10,2023-08-12,6597.5,6597.5,Normal,0,2,32,1.0,-0.2379059608187526,-0.22609961281796,8,8.794597629456884,0,0.4089202647499527
TXN-0501,Eastern Retail Ltd,Operations,Net 90,2023-07-12,2023-10-10,2023-10-10,834199.31,834199.31,High Amount,1,0,90,1.0,6.509535907277976,17.010142509245018,6,13.634228832358437,1,0.7473959124883643
TXN-0203,Aramco Services,IT,Immediate,2023-07-13,2023-07-13,2023-07-22,23539.64,23539.64,Normal,0,9,9,1.0,1.3617931755169934,0.126749817400043,5,10.066483568210192,0,0.4164514617189345
TXN-0516,Gulf Trading Co.,Finance,Net 60,2023-07-14,2023-09-12,2023-09-14,542844.65,542844.65,High Amount,1,2,62,1.0,7.155455740479418,10.942176728513658,8,13.20458030436456,1,0.7420390563022073
TXN-0053,Eastern Retail Ltd,Procurement,Net 60,2023-07-14,2023-09-12,2023-09-07,5758.67,5758.67,Normal,0,-5,55,1.0,-0.2158772716722259,-0.2435697014578702,6,8.65863546038204,0,0.3939764441812975
TXN-0126,Riyadh Logistics,Procurement,Net 90,2023-07-14,2023-10-12,2023-10-17,57088.87,57088.87,Normal,0,5,95,1.0,3.915126069361704,0.8254706808655047,6,10.95238197184939,1,0.570756087099563
TXN-0211,SABIC Materials,Finance,Immediate,2023-07-14,2023-07-14,2023-07-19,15626.33,15626.33,Normal,0,5,5,1.0,0.1450611240756216,-0.0380585789795422,4,9.65677658348732,0,0.3758210712242183
TXN-0484,Riyadh Logistics,Logistics,Net 90,2023-07-15,2023-10-13,2023-10-22,11646.62,11646.62,Normal,0,9,99,1.0,-0.1709097624673475,-0.1209429375040785,6,9.362857146277932,0,0.41301751092756384
TXN-0025,KSA Office Depot,Procurement,Net 15,2023-07-15,2023-07-30,2023-08-08,6402.82,6402.82,Normal,0,9,24,1.0,-0.5343714890075728,-0.2301541612442415,4,8.76464996628873,0,0.37349908986043917
TXN-0082,Noor Packaging,Operations,Net 30,2023-07-15,2023-08-14,2023-08-10,13169.91,13169.91,Normal,0,-4,26,1.0,-0.1496265973226227,-0.0892177830338179,3,9.48576588878156,0,0.3768122182148101
TXN-0239,Aramco Services,Finance,Immediate,2023-07-15,2023-07-15,2023-07-21,5828.83,5828.83,Normal,0,6,6,1.0,-0.8211130310929138,-0.2421084978540696,5,8.670743119399665,0,0.39294415269114685
TXN-0115,Riyadh Logistics,Operations,Net 60,2023-07-16,2023-09-14,2023-09-13,8485.48,8485.48,Normal,0,-1,59,1.0,-0.4551503383505419,-0.1867791570040554,6,9.046229587914665,0,0.37812332586748876
TXN-0465,Gulf Trading Co.,Procurement,Net 90,2023-07-16,2023-10-14,2023-10-16,9046.54,9046.54,Normal,0,2,92,1.0,-0.2041404880494385,-0.1750941100549621,8,9.110248176538928,0,0.4277851469844558
TXN-0367,Eastern Retail Ltd,Logistics,Net 15,2023-07-17,2023-08-01,2023-08-06,11840.42,11840.42,Normal,0,5,20,1.0,-0.1665046556679213,-0.1169067166030443,6,9.37935883367911,0,0.3706168799489131
TXN-0529,Al-Rajhi Supplies,Procurement,Net 15,2023-07-17,2023-07-29,2023-08-05,25000.0,25000.0,Duplicate Vendor,1,7,19,1.0,0.1012193190977803,0.1571643455477955,2,10.12667110305036,0,0.411734420190862
TXN-0381,Riyadh Logistics,Logistics,Immediate,2023-07-18,2023-07-18,2023-07-16,5055.45,5055.45,Normal,0,-2,-2,1.0,-0.7635687261779183,-0.2582154768037181,6,8.528419935030703,0,0.41561657210154734
TXN-0319,Aramco Services,Finance,Net 90,2023-07-18,2023-10-16,2023-10-24,12827.33,12827.33,Normal,0,8,98,1.0,0.0414714067142467,-0.0963526053056256,5,9.459411285458778,0,0.4032672036584249
TXN-0244,Gulf Trading Co.,IT,Net 60,2023-07-18,2023-09-16,2023-09-25,19783.51,19783.51,Normal,0,9,69,1.0,-0.05610743503277,0.0485218998922932,8,9.892654587275787,0,0.43422327794235505
TXN-0414,Jeddah Wholesale,Procurement,Net 30,2023-07-21,2023-08-20,2023-08-29,27505.51,27505.51,Normal,0,9,39,1.0,0.6509891414896068,0.2093459339366004,7,10.22217798291191,0,0.4100632219324303
